condition,size,time
adDual,900,0.088168673
adDual,900,0.064522033
adDual,900,0.08460128
adDual,900,0.087649192
adDual,900,0.082709878
adDual,900,0.062961441
adDual,900,0.078840498
adDual,900,0.084219032
adDual,900,0.086219312
adDual,900,0.065573682
adDual,900,0.079862617
adDual,900,0.091826546
adDual,900,0.08549159
adDual,900,0.063032838
adDual,900,0.081053707
adDual,900,0.079375754
adDual,900,0.079348245
adDual,1000,0.093713868
adDual,1000,0.073966227
adDual,1000,0.091439195
adDual,1000,0.09622741
adDual,1000,0.099806185
adDual,1000,0.091223911
adDual,1000,0.087025633
adDual,1000,0.095290444
adDual,1000,0.072925161
adDual,1000,0.091025102
adDual,1000,0.093314737
adDual,1000,0.108318279
adDual,1000,0.231617642
adDual,1000,0.068859147
adDual,1000,0.084041883
adDual,1000,0.092798897
adDual,1000,0.088544798
adDual,1000,0.087847415
adDual,1000,0.085733546
adDual,1000,0.072909986
adGradient,100,0.026963083
adGradient,100,0.011757859
adGradient,100,0.009883117
adGradient,100,0.009530185
adGradient,100,0.011784264
adGradient,100,0.011599499
adGradient,100,0.011309004
adGradient,100,0.010949947
adGradient,100,0.009673381
adGradient,100,0.024853317
adGradient,100,0.009679933
adGradient,100,0.009437341
adGradient,100,0.010547686
adGradient,100,0.010250209
adGradient,100,0.011740832
adGradient,100,0.011038565
adGradient,100,0.009592072
adGradient,100,0.010224367
adGradient,100,0.024427975
adGradient,100,0.009607769
adGradient,200,0.01903156
adGradient,200,0.023147474
adGradient,200,0.019275427
adGradient,200,0.034086185
adGradient,200,0.020822589
adGradient,200,0.022946825
adGradient,200,0.018801776
adGradient,200,0.019244105
adGradient,200,0.036666991
adGradient,200,0.019011256
adGradient,200,0.021329642
adGradient,200,0.018380269
adGradient,200,0.022263094
adGradient,200,0.032837494
adGradient,200,0.021509625
adGradient,200,0.019257646
adGradient,200,0.019468727
adGradient,200,0.035231092
adGradient,200,0.022011268
adGradient,200,0.019096326
adGradient,300,0.031759558
adGradient,300,0.044474471
adGradient,300,0.028193983
adGradient,300,0.031286643
adGradient,300,0.040852375
adGradient,300,0.032955829
adGradient,300,0.031649267
adGradient,300,0.04585751
adGradient,300,0.027502884
adGradient,300,0.027511359
adGradient,300,0.041344732
adGradient,300,0.029263738
adGradient,300,0.03065172
adGradient,300,0.043357289
adGradient,300,0.030639147
adGradient,300,0.030171706
adGradient,300,0.044539268
adGradient,300,0.027548108
adGradient,300,0.027304661
adGradient,300,0.043703756
adGradient,400,0.038247845
adGradient,400,0.054211509
adGradient,400,0.036941382
adGradient,400,0.041371509
adGradient,400,0.054348975
adGradient,400,0.041675112
adGradient,400,0.056663243
adGradient,400,0.044333038
adGradient,400,0.05463511
adGradient,400,0.039967189
adGradient,400,0.05926017
adGradient,400,0.041626839
adGradient,400,0.037568827
adGradient,400,0.05249477
adGradient,400,0.037544874
adGradient,400,0.052920294
adGradient,400,0.039044932
adGradient,400,0.057546039
adGradient,400,0.043552889
adGradient,400,0.06084786
adGradient,500,0.055931711
adGradient,500,0.061345634
adGradient,500,0.051730314
adGradient,500,0.068449654
adGradient,500,0.050814536
adGradient,500,0.066554975
adGradient,500,0.051973947
adGradient,500,0.072898434
adGradient,500,0.072100719
adGradient,500,0.053436589
adGradient,500,0.066333646
adGradient,500,0.052021962
adGradient,500,0.062548114
adGradient,500,0.04674522
adGradient,500,0.066291449
adGradient,500,0.054845493
adGradient,500,0.070628536
adGradient,500,0.071426164
adGradient,500,0.052003747
adGradient,500,0.066488389
adGradient,600,0.061205501
adGradient,600,0.075052909
adGradient,600,0.071383492
adGradient,600,0.059437168
adGradient,600,0.082782824
adGradient,600,0.079418548
adGradient,600,0.061245531
adGradient,600,0.075940736
adGradient,600,0.076065537
adGradient,600,0.05748328
adGradient,600,0.078810417
adGradient,600,0.076095274
adGradient,600,0.057652873
adGradient,600,0.076669664
adGradient,600,0.079041247
adGradient,600,0.062424816
adGradient,600,0.0850069
adGradient,600,0.072876884
adGradient,600,0.06567491
adGradient,600,0.081146504
adGradient,700,0.086730039
adGradient,700,0.082224573
adGradient,700,0.088179721
adGradient,700,0.06650085
adGradient,700,0.085357514
adGradient,700,0.08312993
adGradient,700,0.085010223
adGradient,700,0.091854026
adGradient,700,0.068261166
adGradient,700,0.092930792
adGradient,700,0.098417449
adGradient,700,0.216954745
adGradient,700,0.065732948
adGradient,700,0.077756433
adGradient,700,0.079946911
adGradient,700,0.079735204
adGradient,700,0.067272924
adGradient,700,0.085662555
adGradient,700,0.079525125
adGradient,700,0.078863342
adGradient,800,0.08631716
adGradient,800,0.089008357
adGradient,800,0.088347564
adGradient,800,0.08692189
adGradient,800,0.091326532
adGradient,800,0.088690996
adGradient,800,0.089356236
adGradient,800,0.095436057
adGradient,800,0.092338169
adGradient,800,0.074552637
adGradient,800,0.089978541
adGradient,800,0.094795244
adGradient,800,0.091029138
adGradient,800,0.091697849
adGradient,800,0.08713854
adGradient,800,0.091989853
adGradient,800,0.088535538
adGradient,800,0.08440501
adGradient,800,0.086182744
adGradient,800,0.087358794
adGradient,900,0.097637428
adGradient,900,0.098318256
adGradient,900,0.095456678
adGradient,900,0.095614903
adGradient,900,0.096750948
adGradient,900,0.097917968
adGradient,900,0.099733803
adGradient,900,0.100000389
adGradient,900,0.106657799
adGradient,900,0.098858615
adGradient,900,0.112229084
adGradient,900,0.104515751
adGradient,900,0.107497322
adGradient,900,0.105677529
adGradient,900,0.106545617
adGradient,900,0.10314223
adGradient,900,0.103710385
adGradient,900,0.105496773
adGradient,900,0.106682672
adGradient,900,0.108448381
adGradient,1000,0.113637524
adGradient,1000,0.121448144
adGradient,1000,0.145604448
adGradient,1000,0.115573836
adGradient,1000,0.108640617
adGradient,1000,0.114785063
adGradient,1000,0.117246393
adGradient,1000,0.120581196
adGradient,1000,0.157072197
adGradient,1000,0.125625421
adGradient,1000,0.116489667
adGradient,1000,0.115087192
adGradient,1000,0.126017984
adGradient,1000,0.129804029
adGradient,1000,0.130842886
adGradient,1000,0.155234462
adGradient,1000,0.108922516
adGradient,1000,0.11422535
adGradient,1000,0.120492501
adGradient,1000,0.124452642
