step,time,elbo,eubo
127,1.0329363139867782,-30560.42472430903,-11892.959023727422
128,1.040612001001835,-32126.465834178485,-12376.174145970253
129,1.0432296519875526,-30338.3457632964,-12279.522267811833
130,1.047309471011162,-30201.89694258509,-12191.586887098718
131,1.055333831012249,-32617.27224287724,-11726.767780212038
132,1.0579888190031053,-30759.787049010607,-11920.400900232189
133,1.0629025750160217,-31131.344338709587,-12989.282522145972
134,1.067040720999241,-31773.565398706407,-11451.366671115276
135,1.073898115992546,-32496.388142818156,-11778.680058121241
136,1.0774035099744796,-30701.026754135513,-11131.918825386067
137,1.0816273440122603,-30750.849968222563,-12212.083123319708
138,1.0895410889983177,-30429.965409626537,-12800.790217302467
139,1.0953277620077133,-29460.507489357347,-12010.416686308197
140,1.097868555009365,-33651.911632710864,-11647.322501271565
141,1.1052709429860115,-29279.73667915919,-12019.42700363204
142,1.107865676999092,-28644.80716932656,-12149.047512616258
143,1.1120875930190086,-27551.139252160687,-12329.454946148018
144,1.1195255429744722,-30184.336485049982,-12603.485702850681
145,1.1221429870128632,-29193.34860816088,-11505.047681337757
146,1.1296316620111466,-30542.83218403914,-11531.994636812095
147,1.13210970300436,-27647.906188388086,-11736.7322141007
148,1.1362337049841882,-28587.186321904977,-12863.916044910084
149,1.1438113189935684,-29058.31242101446,-12368.710136595466
150,1.148641124010086,-28322.016154388366,-11958.544230747086
151,1.155742290019989,-27821.96947499328,-11985.703388297457
152,1.1621107010245324,-26533.747616418717,-13063.095168664018
153,1.166391546010971,-25885.933805752502,-11349.0322956464
154,1.173031053006649,-25955.84498883446,-12046.138734141487
155,1.1798933600187302,-26827.27878509795,-12244.580470148458
156,1.1849084910154342,-26269.23049502079,-12652.160762614216
157,1.1875749859809877,-25610.05970203818,-12172.173208426022
158,1.1955528910160065,-26441.697068211557,-11885.314967007778
159,1.2005492399930955,-25485.135366605144,-11744.91200942849
160,1.206896526992321,-25212.527989824084,-12460.653911319569
161,1.2094500640034676,-26378.618935301187,-12005.13937224161
162,1.213602030992508,-27551.686132526094,-11676.10162106943
163,1.2221977999806404,-26079.981070789996,-12391.807028965452
164,1.227282707989216,-25034.130673153806,-11913.168520472942
165,1.2345054410099983,-25124.772895324728,-11572.60561139465
166,1.2395138140320778,-23829.18313826226,-11916.602754562711
167,1.2454922530055046,-24627.860537397723,-12288.668646161395
168,1.2506125079989434,-24884.00117299852,-11293.69758775216
169,1.2556020010113715,-23845.47253955315,-11615.34129644992
170,1.259386704981327,-23770.735649550556,-11824.959318225137
171,1.2658641700148583,-23290.166676498062,-12413.300813112975
172,1.2726720870137214,-22560.963818930177,-11816.975063155398
173,1.2752425400018692,-22979.178321700987,-12631.54416178224
174,1.2795520939826965,-22901.351264205947,-11765.549775777428
175,1.2873658869862556,-22286.650894147904,-12545.13457174734
176,1.292431026995182,-23847.70352261454,-11881.480344037574
177,1.296098662018776,-23425.391354885556,-12834.217233102525
178,1.3003897730112075,-23406.944053476927,-12370.8637122763
179,1.3071516010165214,-24083.92198963047,-11465.336741761288
180,1.3131363760232926,-23819.703595053004,-11682.69378280972
181,1.3184581990242004,-23937.763714324934,-11158.092189937688
182,1.3245015159845352,-23003.1452858525,-12258.623512538501
183,1.3270012990236282,-22851.383812397617,-11831.298038952093
184,1.3310749970078468,-24890.930396200343,-11894.499294915611
185,1.3391749460101128,-23958.432347224745,-11804.8679352344
186,1.3418494020104408,-21767.623102509413,-11954.21664851406
187,1.348035694003105,-22450.647243796764,-11807.300109114633
188,1.3545732280015945,-23120.408383139125,-12165.852821874865
189,1.357220067024231,-23228.472930816388,-11973.10423820858
190,1.3622674390077592,-22975.651716500593,-11912.175209604473
191,1.3702202479839325,-21309.201809986564,-12191.331113099743
192,1.3773030340075494,-21231.601840284224,-11717.747558866897
193,1.3800797209739686,-22661.13960593048,-11928.151943977198
194,1.3876642940044404,-23188.977633457842,-11870.841849024315
195,1.3934288539886475,-24435.03768476538,-12331.5297525944
196,1.4001805000305176,-21202.151125122113,-11684.671600993659
197,1.4041449590325354,-21812.405863923752,-12251.110167462723
198,1.4086370350122452,-22024.099219543292,-12133.245504226566
199,1.4129035350084305,-23300.557384095766,-12002.529954178402
200,1.4231123130321504,-22645.727179156595,-11608.783380275316
201,1.4264098500013351,-21323.28324964516,-11984.740095066712
202,1.432238739013672,-23534.716728351083,-12157.52983427445
203,1.4364874590039254,-21759.33694804631,-11737.315591600935
204,1.4406904619932175,-24992.605047303503,-12687.503330041927
205,1.4482581830024719,-22609.448376389857,-11895.438035286192
206,1.4508365719914436,-21165.636941079978,-11494.443091464573
207,1.458411284983158,-22114.57534486589,-11840.186216082282
208,1.4611030049920082,-21912.539880693126,-11869.941630424015
209,1.4706689190268516,-22139.412626470676,-11847.783603449476
210,1.4759102330207825,-22296.853424050227,-11931.208611337745
211,1.480840453028679,-21803.091727485535,-11935.264032304529
212,1.4843438450098039,-21714.87149712017,-11753.547797319687
213,1.4885037729740143,-22177.177196891527,-12408.871822198438
214,1.492758751988411,-21145.875862757464,-12768.462161602862
215,1.50049020498991,-21413.221896285155,-12292.195906195038
216,1.5031344100236892,-21083.58653511371,-12097.126724098853
217,1.508459846019745,-21535.56484248936,-11657.338673553048
218,1.515039483010769,-22346.048765289866,-11443.190770399517
219,1.5209456570148467,-21209.02677250496,-11684.501492393012
220,1.5236232969760894,-20775.565438113037,-12109.897160156253
221,1.5278420249819755,-21862.434983998566,-11525.31159844804
222,1.5330874689817429,-21923.828960266485,-11791.64057303244
223,1.5396602020263672,-22627.119495751016,-11651.359577109259
224,1.5472056130170821,-21955.804315705973,-11762.949905129624
225,1.5537821670174599,-21494.778950219752,-11507.128508928863
226,1.5592427240014077,-19706.69277870278,-11689.330248701937
227,1.565015700995922,-21027.282435182045,-12744.81257999731
228,1.5700578250288963,-20972.3265743776,-12424.224667766508
229,1.5759019849896432,-21092.478494302115,-12171.636295945293
230,1.5784763590097428,-19306.42625488201,-12121.333894944448
231,1.5826083279848098,-19128.035772180432,-11969.692163041416
232,1.58831342202425,-21174.711683375368,-11787.436749314471
233,1.5950589190125466,-19249.313485919625,-12648.22273474447
234,1.6017316330075264,-20529.97485113804,-11496.419982138923
235,1.6042219280004502,-19617.688676996957,-12160.738579330882
236,1.608448980987072,-19998.934221493633,-11541.420174224719
237,1.6160538319945335,-20334.11432064716,-12104.958405174315
238,1.6185849519968032,-19553.76717560193,-12147.680448989477
239,1.626211579978466,-21886.4019564321,-11459.745117461383
240,1.6287346810102463,-19495.285078433986,-11941.199487122425
241,1.63524506598711,-19102.931828338307,-11670.72219044697
242,1.641068297982216,-19159.90980805951,-12135.230768581987
243,1.6436312810182572,-19804.078916692997,-11440.158091926292
244,1.6487619199752808,-19966.32875174153,-11695.095467877107
245,1.6530749109983445,-19950.929434223817,-11770.979898504329
246,1.6598001819849015,-19735.040198629245,-12457.708438904563
247,1.6657629420161246,-19883.231570166663,-12046.871252121353
248,1.6707196570038796,-19244.3753628735,-12032.835779760675
249,1.6766204720139504,-17626.59729855181,-11827.594718874165
250,1.6833724430203438,-18830.643154686102,-12459.93064401391
251,1.686713317990303,-20379.900060213065,-12200.636037332364
252,1.695445783019066,-18009.70282231654,-12341.802266929584
253,1.7002817839980124,-18409.64161647337,-12667.002284119726
254,1.7071607800126076,-19847.586707583632,-11427.911531304095
255,1.7097433919906617,-19431.54924268151,-11356.980353441915
256,1.7139511470198632,-19163.553831118174,-12252.597838479263
257,1.7199271640181542,-19195.310800639152,-12220.396030839807
258,1.7267932860255242,-21539.485841166246,-12096.061863094783
259,1.7335283989906312,-20143.954558349145,-11875.740837725689
260,1.73849152302742,-19527.39000250433,-12057.175587724845
261,1.74212423402071,-19462.141972347075,-11495.560575747015
262,1.7464700319767,-18856.22918675767,-11473.889734265067
263,1.7531637470126151,-18537.726850935524,-11747.877347255033
264,1.7565975819826125,-17974.810898743835,-12325.085952298507
265,1.7632487779855728,-18940.32050641793,-11583.285021309455
266,1.7667158910036087,-17400.481345630487,-11691.632478617355
267,1.773554147005081,-18008.058508095197,-11837.701504066756
268,1.778729929983616,-18566.794824773093,-11532.76075391638
269,1.7845065670013427,-19001.15017172621,-12002.159901762096
270,1.7894244260191918,-18522.575096973116,-11525.528663134659
271,1.7931308010220528,-18356.34830266407,-12112.63288154386
272,1.7998734809756278,-18671.456414963646,-11411.14023373896
273,1.8060085009932518,-18339.77220647033,-11767.581966906477
274,1.8111119449734687,-18314.994603518444,-11987.870029261334
275,1.8136454330086709,-18874.89749091507,-11897.387362831745
276,1.821511059999466,-19909.5824571248,-11956.164213508535
277,1.8241347399950028,-18155.12122672269,-11617.649054887173
278,1.8283979359865188,-19257.221803941677,-11528.773471729692
279,1.8360184990167618,-18823.341666144588,-11911.139639932
280,1.8413030059933662,-18251.31521064268,-12303.302801838208
281,1.8471816670298575,-17976.73139093775,-11969.172546890459
282,1.8520992109775543,-18950.660079471952,-11534.867494506676
283,1.8579384329915047,-18345.19510146223,-11708.887423326012
284,1.8605681089758872,-18227.20601937171,-12265.410239312296
285,1.8647670480012895,-17424.12333191331,-11834.934975369715
286,1.8729836369752884,-18868.00020371216,-11779.104428004426
287,1.8780614119768142,-18184.33266457959,-12238.780253365676
288,1.8822870060205459,-18154.6078454034,-11622.851159225895
289,1.8865200300216676,-17859.034207072837,-11898.666573992397
290,1.8943745319843293,-17325.6717418723,-12639.341370815908
291,1.9017019600272178,-17566.130501397678,-12053.718209255043
292,1.9077434629797936,-18137.82886447981,-12243.008983730311
293,1.911546851992607,-17023.34996016395,-12665.363518514561
294,1.9156435369849205,-18540.022785315614,-11325.99628838451
295,1.9197491189837457,-18145.699314114267,-11481.909635078395
296,1.9251306589841843,-17754.955611778878,-11460.983514548705
297,1.9318280659914018,-17309.80671527554,-12078.583395807447
298,1.9380656380057335,-17401.685287995366,-11528.754722285434
299,1.943008709013462,-16878.466695434367,-11853.722650938274
300,1.9489396200180054,-18039.75388929114,-11736.521029050764
301,1.9539497820138931,-17392.982984861123,-11569.331266495608
302,1.9597680950164795,-18250.07035938872,-11715.72022951941
303,1.9674584429860116,-16919.555323093857,-12511.37070301531
304,1.9729012179970742,-16591.293665069483,-11625.640498614926
305,1.9769911950230599,-17340.629185925085,-11676.722384323884
306,1.983730435013771,-16269.994268550116,-11279.204717468338
307,1.990659646987915,-16484.758621535915,-11601.090623323396
308,1.9933385239839554,-16727.830253900607,-11439.147735607436
309,1.9976007009744645,-17189.1279319064,-11810.394423279471
310,2.0030828229784965,-17583.355251401797,-12090.807990525518
311,2.0096775709986687,-17390.098259803744,-11570.036118034941
312,2.0159056500196457,-17655.52514692814,-11780.629186638995
313,2.0208709850311277,-16850.020392843922,-11931.105626610175
314,2.0259813590049744,-17372.30487454659,-11848.896178775614
315,2.02953475099802,-16331.220129461302,-12635.29429219479
316,2.0355665870308877,-16909.974518548843,-12417.364834464011
317,2.04535211700201,-16539.79598411548,-11679.952056262566
318,2.0505488129854204,-16724.29306656656,-11625.598156309212
319,2.053185986995697,-17437.360459864394,-11483.652968958055
320,2.061505091011524,-16656.052224784187,-12093.028789541499
321,2.0663355990052223,-17135.407939025918,-11376.499501631839
322,2.0698359060287475,-17016.13238535705,-11832.909597957534
323,2.075494966983795,-16498.78640545954,-10997.162346965062
324,2.083736119031906,-16399.251654164436,-11358.025560731501
325,2.087559898018837,-15882.272332305894,-11919.926393318132
326,2.0919360309839248,-17328.671816208414,-11939.558752901186
327,2.0962451710104943,-16614.01465298783,-11667.550970698252
328,2.103930019021034,-15843.91525409575,-12163.872418407984
329,2.1090828760266302,-17109.294448754157,-11729.995216050951
330,2.1152984480261803,-16546.10394480377,-12397.96149635097
331,2.120454248011112,-15637.648407539193,-12299.325140421284
332,2.126438742995262,-15654.268963956665,-12320.139743392998
333,2.129188368976116,-17005.052815307194,-11847.860955141383
334,2.1342439069747923,-16902.388148104124,-11412.429174193738
335,2.14113850402832,-16478.356011055308,-11009.070029289971
336,2.1454949960112573,-16728.16696195837,-11684.610942212737
337,2.1514760259985923,-15858.61048505347,-11913.946834654846
338,2.155632730007172,-17238.982834443883,-11146.698876747792
339,2.1598206520080567,-16271.583432617692,-11532.284572916016
340,2.1672462159991266,-17401.179192053587,-11320.012691636226
341,2.171262427031994,-16179.58793459782,-11158.111572076423
342,2.1806787769794465,-16410.09562847319,-11220.814084220461
343,2.1834011219739913,-15924.416051185917,-11361.619459532196
344,2.189955832004547,-15836.585118002438,-11734.705535057343
345,2.1936166830062866,-16406.196482130872,-12106.539977129602
346,2.1979221559762956,-16018.654997176205,-11249.397849250612
347,2.2055897909998894,-17080.860764592435,-12267.03781025224
348,2.2105081200003625,-16191.965587302038,-11261.870501782876
349,2.21554642701149,-15611.000867641742,-11580.103532707546
350,2.221475121974945,-15536.997080363624,-12002.575798057038
351,2.22765202999115,-15710.616378219489,-11439.630832187035
352,2.2326302810311316,-15617.887595140577,-11700.719561763457
353,2.2374521669745446,-15611.869279558992,-12413.15548276685
354,2.241649109005928,-15870.293823510452,-12012.782291505708
355,2.2478900480270387,-15928.24928250232,-11357.858648447878
356,2.2520572289824488,-15240.830837437868,-11570.446559739292
357,2.2596579980254172,-15762.100199161696,-11240.620867132615
358,2.264769994020462,-15287.592462224617,-12029.549339908184
359,2.267451579988003,-15969.453235717754,-11353.152412739722
360,2.2751790570020676,-15454.168232710648,-11874.370800706325
361,2.278016524016857,-15991.512102938326,-11116.274496270225
362,2.285548663020134,-15249.709834443032,-11117.876393710785
363,2.288078252017498,-15509.175982602563,-11985.556184031475
364,2.294759527027607,-15803.661006179074,-11509.777795274042
365,2.2983483489751815,-16462.537060282266,-11741.724398346882
366,2.3024624660015105,-14699.505878662458,-11124.727975795418
367,2.3101576970219613,-16040.753564906325,-11115.534125902093
368,2.3127279350161554,-15760.81325431913,-12125.0724940729
369,2.3191766049861906,-16274.64463475544,-11851.810399512036
370,2.322561168015003,-16106.126408894797,-12189.76001562578
371,2.3292691619992256,-16922.35360451951,-11314.872403534546
372,2.332856301009655,-16947.1091850918,-11526.043015892765
373,2.3378755680322647,-16365.214745521935,-11142.721986508486
374,2.3423075919747354,-16334.17407610829,-11507.210182660194
375,2.347716422021389,-16575.045828087084,-11341.660251578176
376,2.351765519976616,-15870.457900491898,-11537.807283979315
377,2.359385209977627,-15325.17800622667,-12321.188646185847
378,2.3644317820072174,-15719.208773385611,-11781.290589051963
379,2.3694449459910394,-15249.375689867491,-12036.146934163064
380,2.3728952040076257,-14845.554197724969,-11943.044424350317
381,2.3772025730013846,-15439.240235282165,-11743.841133362108
382,2.3850867869853976,-16094.86004039487,-12189.22108367454
383,2.387633005976677,-16655.189757752414,-11598.16599077658
384,2.3919707459807396,-17228.053691627993,-11399.853047717306
385,2.400548488974571,-15877.210062570388,-12240.008298687651
386,2.405921452999115,-14937.35302303748,-11792.312370051473
387,2.412019675016403,-15861.453213190474,-11692.113987002922
388,2.416953468024731,-15076.341175885154,-11051.5048707383
389,2.422027948021889,-15518.841622082426,-11345.958154261658
390,2.427852874994278,-14847.025310223362,-11594.21370555787
391,2.430360799014568,-14476.678556556064,-11741.347007479817
392,2.4359474130272867,-14908.321491133303,-11238.326725788815
393,2.4426742770075798,-14804.981503864436,-11840.4203893626
394,2.449466270983219,-15484.037701980495,-11486.259410574938
395,2.454523463010788,-15422.602694510953,-11362.343646989462
396,2.459558340013027,-15151.500922158499,-10436.24733884822
397,2.4632789279818534,-14113.778147529776,-11190.937397778747
398,2.469827903985977,-14530.355720281417,-12030.399299393883
399,2.4774189190268516,-16182.945029692102,-11565.288491082101
400,2.4839927790164946,-15229.711540297674,-11858.335470702452
401,2.4868910779953004,-15651.254492652435,-11488.74429446496
402,2.495043110013008,-15924.405723496331,-11918.893622687938
403,2.500009723007679,-14969.546886335329,-11235.869599972262
404,2.505989947974682,-15739.66984719324,-11831.363314891178
405,2.508659269988537,-15064.149302425825,-11574.097160034431
406,2.5167486479878427,-14461.23784599785,-11507.828134241714
407,2.5192687659859656,-14715.466484820327,-11559.769794386548
408,2.5258692039847372,-14912.413938373575,-11687.800975443208
409,2.530308560013771,-14901.884059880711,-11682.599096105096
410,2.5366895310282707,-15435.887695216199,-11844.126205318767
411,2.543037603020668,-15247.275530684978,-11534.872886069734
412,2.5455911300182343,-15085.540180003614,-12475.103540916485
413,2.552222995996475,-14767.75550956913,-12097.019467244227
414,2.555758556008339,-14577.48630243616,-12282.13185154008
415,2.559974303007126,-14798.227057102004,-11716.766636062548
416,2.5641915289759636,-14292.133427415196,-12443.237142444
417,2.569218897998333,-15173.370574325549,-11476.410481394872
418,2.5758413199782373,-14915.53706310254,-11259.311928888956
419,2.579447422027588,-14281.902176572776,-12407.595945946106
420,2.583546481013298,-14933.267032372965,-11441.49712203536
421,2.591184101998806,-14218.31341507534,-11301.273467206096
422,2.594904227018356,-14557.039096572531,-11688.296571763005
423,2.6003174260258675,-14566.278831307543,-11063.770039470137
424,2.6086633610129355,-13974.169140183632,-11709.499499716083
425,2.6112982540130614,-14231.567638316834,-11615.477767717945
426,2.6155857530236246,-14580.952108729747,-11369.9948435242
427,2.623387575030327,-14215.060226269292,-11985.999155486143
428,2.628441550016403,-14524.185510623254,-11783.42792659437
429,2.6318599079847336,-14875.93844581924,-11347.173780904135
430,2.635906556010246,-14910.865158942635,-11441.459253657176
431,2.6402037519812582,-14625.772505184163,-11127.726691831474
432,2.646024905025959,-15185.753000365927,-11508.678205258817
433,2.6511012530326843,-14119.392204880729,-11277.257432491191
434,2.656800315976143,-14493.40508707238,-11465.9811578231
435,2.6635875920057295,-14002.793269242318,-11266.871538761166
436,2.6684056940078738,-14428.099223514397,-11189.113045900076
437,2.671925974011421,-14000.002536015385,-12065.838807908496
438,2.676231652021408,-14500.889694497513,-11564.005242288196
439,2.6844663580060004,-14893.44118157271,-11126.481313385346
440,2.6894528059959413,-13992.570558788138,-11391.795473512293
441,2.6945367649793623,-13976.327188640716,-11752.437756706455
442,2.700984915018082,-14092.163223749312,-11505.065368002262
443,2.7034738330245016,-14158.32607965979,-11419.05782592975
444,2.7092836980223653,-14479.322121433132,-11768.92824423538
445,2.7160612199902534,-13985.818368608434,-11704.574142571753
446,2.718537086009979,-14541.779649906,-11766.656818528965
447,2.7258795599937438,-14124.369751798788,-11307.445436798827
448,2.734366173028946,-14076.880842326158,-11611.777831306208
449,2.738034801006317,-14250.985330400828,-11879.807196288595
450,2.7449197880029677,-14542.98716415375,-11994.32085316974
451,2.747499852001667,-14588.274908014142,-11670.574411482334
452,2.752936260998249,-14068.64390988755,-11189.779661365943
453,2.759038959026337,-13876.322311295004,-11630.267377627659
454,2.7651251540184023,-14361.696931090903,-11566.443070813222
455,2.7719502320289613,-14265.024898231119,-11200.797263915507
456,2.7770436649918557,-13748.834678755931,-11507.50846608463
457,2.7805338230133056,-14102.944838182828,-12278.063855959268
458,2.7869484480023385,-14553.093945182849,-10985.327318554897
459,2.7907814880013464,-14954.181671334969,-11337.823309120196
460,2.7976184160113333,-14861.686951208081,-11760.62152611506
461,2.8001751379966735,-15111.32794758468,-12040.172133342086
462,2.805749530017376,-14042.002804913727,-11528.330809327466
463,2.8098689839839937,-14753.848872793562,-11687.800321752315
464,2.817277095019817,-14178.365142050272,-11570.775247739723
465,2.819848932981491,-14999.290843786865,-12155.939411549378
466,2.8266212840080263,-14615.53541221374,-12097.868108368328
467,2.8323973690271376,-14787.022927908383,-12095.361230201357
468,2.837438930988312,-14975.910106953257,-11567.04869825872
469,2.8409250620007516,-15035.647574883462,-11214.442765865173
470,2.847563076019287,-13957.038086578455,-11859.863425006186
471,2.8500574160218237,-14134.499678289138,-11210.458155508126
472,2.8551395930051804,-14053.92107436,-11544.765477563302
473,2.859244220018387,-14106.04349204843,-11143.941186163183
474,2.867040075004101,-13752.320346747865,-11815.303549395683
475,2.8696505900025366,-14183.77510815309,-12089.768389346778
476,2.8762386050224302,-13624.706983617307,-12020.112223020047
477,2.8821283069849013,-13565.515977653524,-11839.682741504821
478,2.88459808498621,-14521.497699489117,-11752.168861915841
479,2.889696509003639,-14782.457506047576,-10986.999225502972
480,2.8940282379984854,-14192.752217825786,-11215.86370563156
481,2.900758846998215,-14974.659573673296,-11867.532407679562
482,2.906692556977272,-13974.933097783969,-11989.012102961093
483,2.911732272982597,-13566.202695483193,-10812.158315989289
484,2.9151364179849626,-14318.208441941864,-11223.280382683433
485,2.9217848070263863,-13472.341476707768,-11862.911634420452
