step,time,elbo,eubo
815,4.717331004977226,-11330.479053377021,-10845.156433999407
816,4.721863409996033,-11310.61039740417,-11105.369712331425
817,4.727055058002472,-11136.029478712497,-11640.509544816448
818,4.731579077005386,-11580.250932875533,-11153.724924623082
819,4.736854219019413,-11374.123370593496,-11774.474717276811
820,4.741470741987229,-11209.0538148524,-11292.967570980927
821,4.748592069029808,-11560.617544140052,-11191.287554916453
822,4.7520277609825134,-11504.631665197208,-11615.866310462416
823,4.756548287987709,-11401.056730150036,-11257.581627464997
824,4.764208769977093,-11382.671497735488,-11286.30132684572
825,4.769432916998864,-11145.775611208459,-11464.335072641443
826,4.772018446028232,-11433.419588705345,-11104.480218696452
827,4.779988083004952,-11472.961384871245,-11553.742786862786
828,4.785196568012237,-10982.640476123031,-10852.021020375574
829,4.788454966008663,-11263.88546751367,-11089.856749679591
830,4.792993885993957,-11110.392371959859,-10502.647077393252
831,4.797562586009502,-11291.440948626852,-10915.810928363193
832,4.80308980101347,-10914.167803191074,-10861.141898182319
833,4.810536298990249,-11284.11716682833,-10601.489707855273
834,4.816971104025841,-11060.85069049475,-10802.610087683199
835,4.822290077984333,-11062.660298524954,-10855.432281365227
836,4.828053269028664,-11450.863281447824,-11654.468973623781
837,4.833186713993549,-11000.315631909552,-11281.150346570006
838,4.835920047998428,-10870.507531423624,-10980.970124165777
839,4.844225763976574,-10690.676037664734,-11329.956121086874
840,4.846893715977669,-10833.238883084485,-11265.510582019566
841,4.855183517992496,-11593.37431850307,-10793.2596022889
842,4.860266364991665,-11325.173662218258,-11126.782172756702
843,4.862884077012539,-11438.277213414707,-12167.553172973652
844,4.870682541012764,-11447.064369004194,-11647.385317876493
845,4.873307213008403,-11885.732750257097,-11548.84426998988
846,4.877745761990547,-11623.862428583918,-11448.386272656833
847,4.885724916994572,-11691.897888670803,-11975.15193897397
848,4.888422374010086,-10985.162303473619,-10959.26920799046
849,4.8961334930062295,-10760.192196644819,-10865.089518994793
850,4.898833344995976,-11317.844528170437,-11291.160795347963
851,4.903259253978729,-11766.437023157252,-10608.893917561187
852,4.910911592006683,-11175.20603997894,-11610.127688181534
853,4.9160472419857975,-11256.337054266678,-11381.551765712353
854,4.921988717973233,-11021.622005909612,-11207.596925161504
855,4.927092966973782,-10636.778194887442,-10922.659588296572
856,4.9329858760237695,-11127.56886336492,-11136.20819089288
857,4.9379818860292435,-11144.805359898515,-11171.796680212698
858,4.943697650015354,-10851.603342715416,-11115.82349636651
859,4.946379984974861,-11410.68258698185,-11315.173991599533
860,4.953484529018402,-11023.162165193435,-10480.623208605906
861,4.957609620988369,-10866.888897924371,-11932.094499101346
862,4.962130979001522,-11072.923140664543,-10340.335248740324
863,4.968952324986458,-11216.115365369971,-10654.107593207154
864,4.981497206032276,-11050.063322020535,-10740.09804611124
865,4.987712148010731,-11049.657342954566,-11161.94317526343
866,4.991338997006416,-11248.942104738357,-10657.571717161236
867,4.998521960020065,-11360.080477525047,-11119.327668425696
868,5.004430890023708,-11281.975545940702,-10412.713810312434
869,5.009369342029094,-11082.262521834531,-10673.369373418875
870,5.012009100973606,-10534.70303571397,-10681.467271484953
871,5.020026265025139,-10952.279864903063,-10978.162622829746
872,5.025054225027561,-10918.543826641246,-10484.213808389377
873,5.0310704950094225,-11091.067116431966,-10941.704905253924
874,5.036214667022228,-10688.203851263455,-11730.210361408463
875,5.038755163013935,-11102.219498614475,-11332.457719981838
876,5.047008822977543,-10659.23089711394,-11252.148539277332
877,5.052431191027164,-11065.957008066776,-11576.890468115105
878,5.059137681007385,-10975.024000475321,-10737.400206099715
879,5.061909480988979,-10945.811639133182,-11598.83272298336
880,5.066528214991092,-10994.716477701308,-10568.273982389455
881,5.0723190360069275,-10680.248492175439,-11392.358613428793
882,5.079316394984722,-11313.84167791548,-10797.425082263078
883,5.083327811002731,-11231.200367989593,-11239.051304938961
884,5.087758697986603,-10837.542776370272,-10921.084083191818
885,5.095254576981068,-11054.90677584397,-10801.10683165364
886,5.097984610974788,-10611.925034048878,-10789.056236626311
887,5.102543874979019,-11199.2342387481,-11231.635330968787
888,5.107773742020131,-10656.72785406656,-11390.755799394201
889,5.114768841028214,-10912.304043334703,-10662.236764894267
890,5.120893262028694,-10765.725306969243,-12069.816322286882
891,5.126646242022514,-11276.696223949426,-10904.58743908602
892,5.132167286992073,-10767.300872249529,-11298.779041739832
893,5.135606016993522,-11485.296215713783,-11524.629968700048
894,5.142542369008064,-10842.55078670247,-10637.977195678484
895,5.145241479992866,-10728.342772938377,-10568.825472718157
896,5.1532761489748955,-10631.351435067889,-11525.92481439091
897,5.15590146201849,-10884.57460021873,-10362.230082927648
898,5.1637089570164685,-10912.621748459424,-10786.223588150899
899,5.168819015026092,-10874.440781841664,-10701.993046699901
900,5.172278797984124,-10735.05818944299,-10525.964754313762
901,5.176753598988056,-10957.796901965932,-10983.35153415275
902,5.181262255012989,-10815.542705095035,-10764.011553768843
903,5.189242882013321,-11160.301018054133,-11436.072824403998
904,5.192039291977882,-11338.909652923201,-11780.348640070884
905,5.19735905700922,-10994.0414420008,-11101.086539826267
906,5.205790399014949,-10750.555003576399,-11175.753477371964
907,5.210847065985202,-11149.32898747219,-11160.833109884026
908,5.216758567988872,-11079.87397671189,-10779.961519262646
909,5.219425531029701,-11112.458138030854,-11429.576035835827
910,5.224047002017498,-11100.70439033601,-10663.245567107697
911,5.232522260010242,-11382.156627647104,-11125.284413130172
912,5.23523808503151,-10775.77402903004,-11315.188408053387
913,5.240912871003151,-10855.265205852627,-10775.908446505773
914,5.247890227973461,-10755.031869117318,-10950.326630889307
915,5.25393477499485,-10920.65282834975,-10685.352819045751
916,5.256658056974411,-10551.512302117531,-10653.743742269753
917,5.264147378027439,-10470.292332457073,-11457.764602281444
918,5.270074414014816,-11025.699917984857,-11444.60514544721
919,5.272904996991158,-10731.090918762691,-11673.358623677377
920,5.278289058029651,-11222.184010549316,-11216.891396582734
921,5.2854579150080685,-10764.484008937028,-10762.102966062626
922,5.288062803030014,-10988.806585657308,-10495.34903349158
923,5.295792007029057,-10815.359048192522,-11354.413085796119
924,5.300997250020504,-10722.752428217373,-10990.865506306056
925,5.3067510319948195,-10479.213623672218,-10799.947789558919
926,5.311815676987171,-10574.531153953434,-10962.747042176821
927,5.3145863689780235,-10969.656504490527,-10838.194990386894
928,5.320427304029464,-10505.189716492047,-11592.78170765493
929,5.327354206979274,-10606.204568329435,-10980.735852400667
930,5.333927874982357,-10961.231128337786,-11211.453628249783
931,5.339075798988342,-10791.684059450776,-10788.52213693052
932,5.3452615439891815,-11087.97838707576,-11096.967089803255
933,5.347941471993924,-10997.501720344455,-10826.055337699352
934,5.355027737021446,-10941.720036774672,-10716.98098248838
935,5.359191994011402,-10543.502594638614,-11385.71678093273
936,5.366204517006874,-10972.966214922395,-10461.14858940024
937,5.370206686019897,-10964.383177073058,-10312.84647212601
938,5.3746474540233615,-10780.443667761712,-10618.592180031063
939,5.381607771992684,-10446.622591842002,-11330.200795569188
940,5.387529039978981,-10537.960357140531,-10989.873772930852
941,5.3925643759965896,-10818.036556786119,-11038.043332166853
942,5.395858605980873,-10715.668537762134,-10917.59559395588
943,5.402983574032784,-10889.583260895848,-10244.947944793357
944,5.409130901992321,-10834.283661098129,-10759.614044830749
945,5.414274586975575,-10589.673345224459,-10374.346192520728
946,5.417015447974205,-10919.844169809772,-10957.757237506301
947,5.42513621199131,-10363.87582376753,-10511.639102895437
948,5.4277835469841955,-10525.825336622214,-10702.921350725152
949,5.432287190973759,-10282.990581939284,-11208.419608618678
950,5.440210748016835,-10942.132416868732,-10319.89799284929
951,5.442858489990234,-10761.535932554705,-11365.765121097616
952,5.450679623007774,-10716.54057834251,-10903.878256422167
953,5.455865051984787,-10393.990860133259,-10536.428780557968
954,5.4616499199867246,-10834.803477722617,-10595.650219953062
955,5.466872376024723,-10500.30657431431,-10725.264172906303
956,5.4720245670080185,-10738.793425979224,-10797.227088535219
957,5.477957450985908,-10755.535578802996,-10050.219643064062
958,5.48492296397686,-10467.867334710769,-10174.952784162662
959,5.489496779024601,-10521.87547718209,-11177.727672508105
960,5.494157298028469,-10655.363660215557,-11630.065025463118
961,5.498666795015335,-10316.313321981283,-10398.288971464222
962,5.506675441980362,-10862.437503254856,-11066.538214964277
963,5.512110872983932,-10131.195058830606,-10607.055112189382
964,5.51742960101366,-10715.700782425643,-10871.335757924848
965,5.524259662032128,-10412.509727606559,-10638.01426675496
966,5.529474282026291,-10953.569747371746,-10628.700892648369
967,5.532907896995544,-10457.929567679736,-11174.75380339836
968,5.537396921992302,-10584.577118009434,-10706.381873212711
969,5.543393289983273,-10561.299012651161,-10529.150117561623
970,5.550639931976796,-10092.07933307588,-11139.854951365478
971,5.555810186982155,-10326.758779334246,-11395.700972065304
972,5.561888064980507,-10602.995200671689,-11082.193110861006
973,5.5670392690300945,-10604.897235717106,-10783.278809872207
974,5.5708459320068355,-11195.319762825726,-10600.342927784997
975,5.577893405973911,-11115.164491829213,-10711.765278697063
976,5.580586605012416,-10495.579859501344,-10219.190578572081
977,5.589033331990242,-10706.20846892926,-10269.334007541476
978,5.594118942975998,-10731.659961951338,-11231.36203747305
979,5.597504128992558,-11269.77624707601,-11186.673292287425
980,5.602136313021183,-11232.043046429431,-11228.334184220384
981,5.610341893017292,-11093.907108744168,-10482.032065737323
982,5.615545680999756,-10542.329707752617,-10346.71676787079
983,5.620715930998325,-10289.476499746996,-10345.375871976465
984,5.624156085014343,-10662.958855500941,-11156.293100391247
985,5.631106666982174,-10645.71928447222,-11816.552402976324
986,5.6348179650306705,-10347.779602756445,-10641.446397709924
987,5.641906526982784,-10416.775893284725,-10616.638282348133
988,5.644506298005581,-10660.374453747903,-11226.563039116561
989,5.650140193998814,-10350.565421915724,-10825.258883862582
990,5.657093793988228,-10423.650162614334,-10967.595402631527
991,5.662813700020314,-10623.35461710889,-11045.627612888115
992,5.665461422026158,-10474.55734886758,-10831.753773341776
993,5.672650579988956,-10305.333315981467,-11224.424658418531
994,5.676202527999878,-10240.176190842583,-10435.79994779436
995,5.680714788973331,-10292.966783444273,-10737.124785617736
996,5.685403981029987,-10187.781606854744,-10106.367980597763
997,5.692905543029308,-10116.885934851201,-10676.907379857928
998,5.697957569003105,-10781.61092324635,-11383.352337477416
999,5.704029922008514,-10696.701019689928,-11747.311831348161
1000,5.7066713809967045,-10459.24443944314,-11400.649795298581
1001,5.715004676997662,-10339.60136060422,-10619.869667607532
1002,5.717816111981869,-10095.038856439458,-10920.927343759395
1003,5.7247576429843905,-10332.077361110049,-11016.434745910705
1004,5.72859976798296,-10253.552393653612,-10386.860051594158
1005,5.736843039989472,-10138.223002631219,-10794.752319177245
1006,5.74105276799202,-10076.07349941643,-11492.090108723456
1007,5.748518549025059,-10505.695974919137,-11772.451398532467
1008,5.751246807992458,-10406.932760263146,-10248.994153379917
1009,5.758788416981697,-10565.888034183497,-10709.963935432175
1010,5.7638252729773525,-10383.79987467214,-10690.123216778873
1011,5.767246280014515,-10518.324370834629,-11286.135376444436
1012,5.77189126598835,-10380.801553033643,-10552.105715391832
1013,5.777062864005566,-10190.012264881243,-10576.915371338846
1014,5.785690008997917,-10246.862647626935,-10939.785281086564
1015,5.790855145990848,-9742.740305271114,-10440.969992997869
1016,5.794414259016514,-10141.641019968261,-10683.348263594778
1017,5.801486967980861,-10172.083310144293,-10807.362359806113
1018,5.804213024020195,-10266.129130700687,-11378.501731119342
1019,5.811857429981232,-10604.623330430237,-10203.68673149561
1020,5.814473953008652,-10474.10504599871,-10595.301735745175
1021,5.822166186988354,-10308.404303900006,-10376.378550450512
1022,5.827462540984154,-10408.135796788727,-10653.052820601144
1023,5.833410144984722,-10315.231632612149,-11002.555238871513
1024,5.836080099999904,-10296.008009403144,-10428.368243103603
1025,5.843198710024357,-10360.526015125732,-10793.582214849255
1026,5.850327126979828,-10327.99081856198,-10885.537271267634
1027,5.853104140996933,-10181.487819379,-10605.485062896576
1028,5.861522671997547,-10453.771599675123,-10423.922497659736
1029,5.866662983000278,-10388.093338970815,-10722.209125901789
1030,5.869354561030865,-10332.704191567582,-10810.080346963117
1031,5.876877820014953,-10439.15821839391,-10513.855221372694
1032,5.88199630600214,-10077.279434300213,-10850.958694565512
1033,5.887892023026943,-10284.987547016559,-10113.77923878837
1034,5.89049254500866,-10147.203230144914,-10643.113502606024
1035,5.894920100986957,-10226.870483977496,-11605.88203262426
1036,5.903379417002201,-10250.96437747909,-10352.50242402951
1037,5.908455645024777,-9973.610403289902,-10782.194201094939
1038,5.91323941397667,-10216.624999428232,-10986.474908405704
1039,5.921125541985035,-10359.670000855498,-10544.534362195767
1040,5.923837674021721,-10223.461741512827,-10684.94320081481
1041,5.92922998201847,-10190.616619084072,-11163.218105065878
1042,5.933745473027229,-9820.537533728973,-11291.52011903831
1043,5.939131972014904,-10177.77841611554,-10795.953425324482
1044,5.943508507013321,-10254.439977133794,-11197.840956217382
1045,5.947992229998111,-10110.657456698358,-10706.622293392706
1046,5.953244343996048,-10333.530901304855,-11236.822962067787
1047,5.960089208006859,-10267.580183346106,-10578.97823994175
1048,5.963357730031014,-10427.454680801038,-10654.046243841269
1049,5.970345021009445,-10248.651163566159,-10861.85807431131
1050,5.9729659360051155,-10106.109398632301,-11382.197161063785
1051,5.9783144320249555,-10157.850274269147,-10715.518901739177
1052,5.985721270978451,-10192.075502263435,-10159.428678475808
1053,5.989122494995594,-10256.989450026222,-10805.92367495543
1054,5.994443020999432,-10025.061451624853,-11075.27454963562
1055,5.99913659799099,-9951.755319586215,-10481.430099913654
1056,6.004515797019005,-10206.459679340565,-10802.907905339416
1057,6.008979223012924,-10055.982121156685,-10867.131513554412
1058,6.0169535779953005,-10046.732310361414,-11586.177277222685
1059,6.0196611440181735,-10112.017451461023,-10573.231868820312
1060,6.024311607003212,-10327.195444008134,-10764.681193879975
1061,6.029542306005955,-10120.02712548117,-10964.575815982345
1062,6.036590975999832,-10203.856067546061,-10538.070219840733
1063,6.0425234079957,-10324.725907215668,-10405.82748227632
1064,6.045228478014469,-10583.563550035758,-10542.635076370729
1065,6.0524759349823,-10729.627217030486,-11025.225090927826
1066,6.056089173018933,-10597.855276752707,-9783.640147751614
1067,6.063036207020283,-10453.261330949543,-10673.084542940678
1068,6.0692532299757005,-10327.789009960095,-10628.077068267366
1069,6.072016691982746,-10005.2351805351,-10832.293187854162
1070,6.08004699999094,-9901.444233668704,-10524.09443846728
1071,6.08391823297739,-10043.179634818123,-10715.027613483055
1072,6.090945887029171,-10159.75281005451,-10554.298752135142
1073,6.093488911032677,-10478.171833091043,-10509.98803865011
1074,6.098869409024715,-10185.519309458066,-10160.66281490818
1075,6.103533960998059,-10158.992498932144,-10916.150613560252
1076,6.1089802730083465,-10260.339399848352,-11222.485640407425
1077,6.113718643009663,-10093.77313470313,-10652.542013487895
1078,6.11839685100317,-10295.39583778084,-11140.501668934527
1079,6.126148867011071,-10482.337439458097,-10664.231067941682
1080,6.131217287003994,-10779.443610920793,-10849.210964315278
1081,6.13743206602335,-10366.759377879696,-10979.924132691563
1082,6.142691852986813,-10198.252293537871,-10221.394228951971
1083,6.148841709017754,-10170.703200853532,-10701.132985666069
1084,6.1515866280198095,-9839.685669570074,-11252.547461230359
1085,6.1561407200098035,-10020.972600526502,-10924.109599832047
1086,6.164645606994629,-10050.66155590987,-10085.934626533595
1087,6.167341695010662,-10175.23538041809,-10629.503671225615
1088,6.1756905459761615,-10218.71431741818,-10526.52601442666
1089,6.178436522006988,-10159.232809036257,-10231.532959133814
1090,6.1854683939814565,-9874.433771566335,-10967.2271926982
1091,6.191374822974205,-10200.318520841083,-10319.92229811318
1092,6.194032496988774,-10136.148117619157,-10173.30558761386
1093,6.198840539991855,-10337.355259264228,-10755.543442370014
1094,6.204453445017338,-10537.596679621518,-11428.71570836598
1095,6.211516285002231,-10055.686895332112,-10779.844040780921
1096,6.215225570976735,-9931.925668260334,-10727.589097284943
1097,6.220139181017876,-10241.506390809745,-11040.185671657804
1098,6.224662315011025,-9901.646343621383,-10678.09773519369
1099,6.232399213016033,-10361.795604464402,-11059.689568040236
1100,6.237766534984112,-10226.331134470845,-10639.388292036443
1101,6.241310496032238,-9984.734218191314,-10662.968911538082
1102,6.2484207370281215,-9912.205558076495,-10563.676168089873
1103,6.254643555998802,-10228.547240466954,-10754.048639036186
1104,6.259916956007481,-10098.14862537994,-10831.262574122096
1105,6.265120985984802,-10171.733887215734,-11238.977320776174
1106,6.271382691979408,-9923.344987107026,-10466.901600958658
1107,6.27410640001297,-10045.091092863122,-10560.103376459687
1108,6.280952695012092,-10136.57562497023,-11110.760557417598
1109,6.28565618699789,-9957.107587550134,-10969.762531386112
1110,6.290621783018112,-9937.230592401542,-10629.213429878497
1111,6.296625620007515,-9989.746556082548,-10036.53732617709
1112,6.3011893550157545,-10312.598803102694,-10310.816204198443
1113,6.308842199981212,-10209.67270657669,-11133.425462183393
1114,6.3115213549733165,-9819.195194653215,-11704.549611880146
1115,6.315971131026745,-10071.42684270182,-10963.918223905055
1116,6.321283472001553,-10151.084372769448,-11214.96567739288
1117,6.328684913992881,-10194.468462135388,-11349.8855826415
1118,6.331449653029442,-9880.507425474781,-10019.667643670897
1119,6.339499252021313,-10278.061572102653,-10665.97687135885
1120,6.344919497013092,-10129.111069770537,-10750.486423139608
1121,6.350967592000961,-10063.71466965288,-11322.677562865103
1122,6.358731642007828,-10294.916299690662,-10442.547949720938
1123,6.3638593840003015,-10073.318324279511,-10630.581002739193
1124,6.3690054870247845,-10182.790245885344,-10809.11103149313
1125,6.373499671995639,-10040.173336278709,-10092.426292136784
1126,6.379424636006355,-9803.952102832784,-10442.449773598006
1127,6.386425890028477,-9565.26006051863,-10988.41737046063
1128,6.389895734012127,-10017.647767139257,-10243.241664483943
1129,6.397045430004597,-10154.251254822568,-10378.239712622351
1130,6.3996686559915545,-9970.430741644395,-11366.388337817096
1131,6.405157109022141,-10034.277893726367,-11493.190151048198
1132,6.409610647976399,-9868.648812794841,-10843.82992325403
1133,6.417562946021556,-10288.599581612832,-10112.020635120069
1134,6.423090510010719,-10253.243139556316,-10713.511263505487
1135,6.425791954994201,-9848.70920757479,-10933.907475131105
1136,6.433839492022991,-10034.495403365117,-11202.773349801586
1137,6.436512228012085,-10192.21752547515,-10397.504724619625
1138,6.444291486024857,-9632.666680943556,-10506.634546644571
1139,6.449480813026428,-9954.239379825603,-10235.159193491401
1140,6.452542023003101,-10206.999616507585,-11024.645942804218
1141,6.4623711810112,-10022.243877524726,-10599.295392243997
1142,6.467572140991688,-9976.581017398212,-11195.27398090665
1143,6.471100784003735,-10010.559605873195,-10982.77939821675
1144,6.475622228980065,-9863.063117515101,-10381.227580110386
1145,6.482653241991997,-9853.34335324319,-10536.661584584714
1146,6.486365585982799,-9917.251338501439,-11313.344773120803
1147,6.496323104977607,-9863.232724896976,-10864.914079490407
1148,6.500578501999378,-9914.571225138456,-10841.205633056474
1149,6.507826219975948,-9880.29724622012,-11095.435597494677
1150,6.512976325988769,-10283.81825734039,-10272.044474390563
1151,6.518815765976906,-9953.228131976852,-10920.080223708652
1152,6.5238630790114405,-9918.16701738036,-10367.139327619936
1153,6.529548826992512,-9846.083240224376,-9891.748837359732
1154,6.534690358996391,-10135.584128487728,-10553.23815213835
1155,6.537402117013931,-9847.464003396251,-11007.500263088023
1156,6.543155034005642,-9841.123305971532,-11009.159533792426
1157,6.550125365018845,-10087.715044057964,-11102.2257409071
1158,6.559015838027,-10078.64374662726,-10209.06286432451
1159,6.564947347998619,-9736.83894184251,-9917.637004732513
1160,6.570773217022419,-9936.23449545714,-11021.02902383566
1161,6.57339826798439,-9899.107165180647,-10499.343770482192
1162,6.580547190010548,-9814.499582700337,-10266.965103633367
1163,6.58870390099287,-10056.218911733655,-11011.386022163506
1164,6.592111819982529,-10394.953207254752,-10129.414417808986
1165,6.598905568003654,-10130.096137993261,-10153.971980826278
1166,6.60616188198328,-9957.303780355573,-11120.090228406543
1167,6.612103522002697,-9746.372508142422,-11076.017229209221
1168,6.617075203001499,-9931.292060770002,-9979.620479098561
1169,6.619801324009895,-9951.091279015234,-10139.612356640315
1170,6.627627094984055,-10124.1211021854,-10912.052917953442
1171,6.632634895026684,-9704.074761068436,-11208.269066382863
1172,6.635349476993084,-9771.20309052859,-10011.31953234948
1173,6.643304185986519,-10065.12646690925,-10195.681300962931
1174,6.645873889029026,-9923.331889409137,-11067.007717075201
1175,6.653747602999211,-10083.24169119205,-10558.169367064944
1176,6.656439447999,-10204.638037454402,-10105.870817487206
1177,6.6608182110190395,-9993.60130294884,-10845.844456990966
1178,6.66607288300991,-10091.077243534042,-10551.994775447376
1179,6.6706651750206944,-10042.766293694282,-10220.08803098915
1180,6.6785124859809875,-9687.826225858087,-11136.832346118497
1181,6.68119950401783,-9964.607658601733,-10642.945202878027
1182,6.688809204995632,-10054.114931100976,-10725.093199137338
1183,6.691379571974277,-10167.708072114767,-10308.914326306587
1184,6.695776844024659,-9820.151410304423,-10179.794706232204
1185,6.701117874026298,-9720.154989333976,-10709.36569766905
1186,6.708156145989895,-10114.550916897157,-10624.037733063931
1187,6.713978600025177,-10044.727516015195,-10245.202918618214
1188,6.719140899002552,-9961.65849244273,-10543.16944503604
1189,6.724223502993584,-9815.25509474553,-10641.593006708823
1190,6.727919871032238,-9755.560791242557,-10685.240627186464
1191,6.73446025800705,-9697.82111815703,-11445.75076442956
1192,6.743802154004574,-10030.685462267264,-10243.935378842927
1193,6.748890639007092,-10135.133112365998,-10294.466576488527
1194,6.754123717010021,-10178.164943349488,-10775.353614246766
1195,6.757721131026745,-9897.541458158727,-10087.466653253905
1196,6.7621676660180094,-10286.536012199498,-11612.891434134832
1197,6.7666546909809115,-9806.004995289797,-10183.03330154519
1198,6.772428542017937,-9766.48540020407,-10818.647455953353
1199,6.779400219023228,-10035.283045768962,-10359.250138212667
1200,6.783233999013901,-10041.976486769463,-10520.70311263013
1201,6.790184199988842,-10376.041748260195,-9775.996708616483
1202,6.792784034013748,-9647.93059752273,-11054.042975900347
1203,6.800538295030594,-9960.807926158339,-10895.72503669295
1204,6.80574946898222,-9664.36460769413,-10738.33304394023
1205,6.811439145982265,-9578.024858715617,-11489.062963761056
1206,6.814047291994095,-10011.667392497815,-11701.353358877113
1207,6.81846686899662,-10082.780992908713,-10958.659604479431
1208,6.824405520021916,-9949.276429854935,-10170.34092543488
1209,6.831533259987831,-9812.388186168537,-10216.784735484596
1210,6.836102563977241,-9805.040898398462,-10663.044334183673
1211,6.840576568007469,-9877.698810751446,-10227.000384046878
1212,6.848163797974586,-9789.169328186726,-10190.418323426355
1213,6.853425536990166,-9817.52556881799,-9948.113097139318
1214,6.858688154995441,-9981.094843358947,-10367.606447785593
1215,6.8621604499816895,-9758.198430778624,-10168.07156951553
1216,6.869225513994694,-10000.412811318676,-10402.885693919423
1217,6.875582749009133,-9980.787895699166,-10277.842199599027
1218,6.878225277006626,-9800.985252657945,-10056.155798534228
1219,6.886708804011345,-9742.843163167512,-10447.108829240406
1220,6.889392292976379,-9939.665617378312,-10108.694317753938
1221,6.893842155992985,-9914.002397059388,-10218.243430898889
1222,6.901804176986217,-9872.842157039886,-9976.53110384883
1223,6.907039003014565,-9885.531811799092,-9923.445121541767
1224,6.91345538699627,-9932.340425346918,-10403.564365628974
1225,6.920713024973869,-10271.779999423283,-10013.294066430924
1226,6.926718366980553,-9984.830152772112,-9573.966615660018
1227,6.932385762989521,-9897.748158740776,-10177.032122571834
1228,6.9377000719904895,-9760.89514070539,-9947.95137507276
1229,6.941580034017563,-9838.059588704351,-10535.20001931567
1230,6.946179068982601,-9360.749464087312,-10170.53911992842
1231,6.950702143013477,-9584.142414542866,-10642.619980505848
1232,6.962360185027123,-9625.644839181268,-9602.061148220666
1233,6.967739489018917,-9648.724313215469,-10045.66840769986
1234,6.97127171498537,-9843.75575379976,-10132.938085960279
1235,6.978204571008682,-9719.117999073302,-10523.897118828925
1236,6.98336138600111,-9591.703610930856,-10746.420685155003
1237,6.989330905020237,-9733.93654967561,-10531.138661365923
1238,6.994417016983032,-9840.92577936231,-9970.31294149751
1239,6.998026382029057,-9575.800971175291,-9381.436753121834
1240,7.002573162019253,-9858.042525007566,-10185.182149155267
1241,7.007124743998051,-9791.05787801969,-10566.808760576472
1242,7.01529856300354,-9916.444272728355,-10128.424803078726
1243,7.020304468989372,-9866.052220086196,-10001.308488960292
1244,7.023922885000705,-9498.456022138573,-10549.169397681419
1245,7.028326988995075,-9689.62811975831,-10672.70553646308
1246,7.032693597018719,-9999.914574808618,-11131.334775471476
1247,7.038181475996971,-10027.958976604841,-10364.723200681156
1248,7.042617578029633,-9705.820188670488,-10562.702840191312
1249,7.048024277985096,-9606.650598712413,-10339.509874530235
1250,7.056393926024437,-9860.75499106815,-10086.996122150664
1251,7.059807646989823,-10529.752241814118,-10527.401079223619
1252,7.06852243500948,-10110.598269391021,-10161.267919034757
1253,7.073741267025471,-9547.242466325773,-10515.675540131757
1254,7.079831894993782,-9723.609690796678,-10285.376741653074
1255,7.0824599930047984,-9836.877135111154,-10322.819193179952
1256,7.086964781999588,-9953.780719128468,-10146.530563206168
1257,7.09290911501646,-9935.686322116017,-9920.568890972021
1258,7.099821895003319,-9821.06683759698,-10561.334047173616
1259,7.104157530009746,-9898.527303607394,-10160.796574696842
1260,7.111200177013874,-9925.31593624826,-10012.866014175193
1261,7.117013249993324,-9684.421777298057,-9951.073797252322
1262,7.122099708020687,-9529.787664742324,-10605.720748047986
1263,7.124740396022797,-9871.031565154133,-10439.745267054117
1264,7.130135527014732,-9850.728972155095,-10130.568443461385
1265,7.137004881978035,-9752.261610814123,-10990.01829224127
1266,7.143240585029125,-9687.693513866949,-10953.994786658815
1267,7.145919927001,-9679.633556877481,-10923.617440034372
1268,7.152884202003479,-9809.060278096047,-10440.185545240918
1269,7.156427497982979,-9788.893797470664,-10637.325780883728
1270,7.160880129992962,-9737.566251397126,-10065.458723056145
1271,7.165254010021687,-9678.764188829924,-10025.115648237488
1272,7.170847936987877,-9606.110277987142,-9608.3075265066
1273,7.177773513019085,-9771.539427133133,-10597.408754281252
1274,7.181104680001735,-9991.589658180417,-10311.476614094752
1275,7.1901824510097505,-10095.264157678208,-10907.144548977392
1276,7.197263194024563,-9812.20229519931,-10074.217607322496
1277,7.200021359026432,-9932.54912607285,-9925.003112665865
1278,7.204705642998219,-10034.885703843802,-9977.008781750643
1279,7.210116160988807,-9817.296004753183,-10153.276088508239
1280,7.214636469006538,-9814.278889500305,-10389.28459448874
1281,7.221674476981163,-9980.47850935408,-10446.149606936024
1282,7.225406562030315,-9814.566609776728,-9687.465322750024
1283,7.232394827008247,-9768.337908178493,-10091.795208855296
1284,7.238478357017041,-9845.897211120919,-11080.113252822077
1285,7.24117076998949,-9869.894593204563,-9933.01804013893
1286,7.248788298010826,-9623.055903188664,-11351.036095084955
1287,7.253933749020099,-9626.252394524596,-10843.622049937861
1288,7.2592654669880865,-9410.47435022764,-9854.348510962827
1289,7.2626489599943165,-9607.261968681652,-10080.383160524543
1290,7.269548258006573,-9756.61921691575,-9757.621938517765
1291,7.275755169987678,-9458.053131732018,-10095.590130184646
1292,7.280838665008545,-9498.284077157932,-10136.092262845503
1293,7.285903668999672,-9953.944835249187,-9858.716488221578
1294,7.289529735028744,-9613.449840156301,-10374.326339491894
1295,7.294042658984661,-9585.636126527897,-10771.83507780181
1296,7.3023091940283775,-9490.360922560676,-10354.149567146635
1297,7.305104103028774,-9471.565810195489,-10599.152061719182
1298,7.310928781986236,-9579.189304709937,-10536.1369783146
1299,7.3209362180233,-9386.885896931155,-9903.884431563485
1300,7.3235993610024455,-9827.192215182611,-9649.023748881527
1301,7.32886851298809,-10166.330512444436,-10239.732365082566
